code_module,code_presentation,id_student,date_registration,date_unregistration,id_assessment,date_first_assessment,date_submitted,is_banked,score,total_click_vle,average_click_vle,excellent_Score,active_in_VLE,student_engagementt,gender,region,highest_education,imd_band,age_band,studied_credits,disability,final_result,final_result_code,courses_per_term
CCC,2014B,398487,-75.0,,24282,32,31.0,0.0,60.0,238,373.7,0,0,0,M,South East Region,A Level or Equivalent,50-60%,0-35,30,N,Fail,1,1
CCC,2014B,400063,-17.0,125.0,24282,32,,0.0,0.0,3,373.7,0,0,0,M,Wales,Lower Than A Level,30-40%,0-35,90,N,Withdrawn,0,1
CCC,2014B,401296,-22.0,,24282,32,32.0,0.0,92.0,276,373.7,1,0,1,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,60,N,Pass,2,1
CCC,2014B,401903,-180.0,,24282,32,30.0,0.0,78.0,226,373.7,1,0,1,M,Wales,A Level or Equivalent,30-40%,0-35,60,N,Pass,2,1
CCC,2014B,403085,-29.0,,24282,32,38.0,0.0,90.0,576,373.7,1,1,1,M,East Midlands Region,Lower Than A Level,90-100%,35-55,60,N,Pass,2,1
CCC,2014B,404239,-106.0,,24282,32,,0.0,0.0,41,373.7,0,0,0,M,Scotland,A Level or Equivalent,40-50%,0-35,60,Y,Fail,1,2
CCC,2014B,406265,-29.0,39.0,24282,32,,0.0,0.0,219,373.7,0,0,0,M,Scotland,Lower Than A Level,40-50%,0-35,30,Y,Withdrawn,0,1
CCC,2014B,406846,-24.0,,24282,32,,0.0,0.0,34,373.7,0,0,0,M,South West Region,Lower Than A Level,40-50%,0-35,30,N,Fail,1,1
CCC,2014B,406908,-22.0,,24282,32,32.0,0.0,70.0,292,373.7,1,0,1,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,90,N,Fail,1,1
CCC,2014B,406937,-54.0,32.0,24282,32,,0.0,0.0,287,373.7,0,0,0,F,South Region,Lower Than A Level,90-100%,35-55,60,N,Withdrawn,0,1
CCC,2014B,407453,-121.0,132.0,24282,32,,0.0,0.0,902,373.7,0,1,1,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,60,N,Withdrawn,0,1
CCC,2014B,407818,-60.0,,24282,32,,0.0,0.0,179,373.7,0,0,0,M,South Region,HE Qualification,20-30%,35-55,30,N,Fail,1,1
CCC,2014B,408371,-25.0,68.0,24282,32,,0.0,0.0,100,373.7,0,0,0,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,30,N,Withdrawn,0,1
CCC,2014B,408413,-46.0,,24282,32,,0.0,0.0,674,373.7,0,1,1,M,Wales,A Level or Equivalent,30-40%,0-35,60,N,Fail,1,1
CCC,2014B,409540,-36.0,66.0,24282,32,37.0,0.0,40.0,233,373.7,0,0,0,M,North Western Region,HE Qualification,30-40%,0-35,30,N,Withdrawn,0,1
CCC,2014B,410203,-50.0,,24282,32,,0.0,0.0,522,373.7,0,1,1,F,South Region,HE Qualification,70-80%,35-55,30,N,Pass,2,1
CCC,2014B,410407,-92.0,,24282,32,,0.0,0.0,1021,373.7,0,1,1,M,South Region,HE Qualification,90-100%,35-55,30,N,Distinction,2,1
CCC,2014B,410699,-47.0,,24282,32,30.0,0.0,92.0,222,373.7,1,0,1,M,Yorkshire Region,HE Qualification,80-90%,0-35,30,N,Pass,2,1
CCC,2014B,410886,-52.0,67.0,24282,32,31.0,0.0,94.0,430,373.7,1,1,1,F,Scotland,A Level or Equivalent,90-100%,0-35,90,N,Withdrawn,0,1
CCC,2014B,412258,-24.0,,24282,32,29.0,0.0,100.0,316,373.7,1,0,1,F,South East Region,A Level or Equivalent,70-80%,0-35,40,N,Distinction,2,1
CCC,2014B,412284,-22.0,,24282,32,40.0,0.0,92.0,83,373.7,1,0,1,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,150,Y,Fail,1,1
CCC,2014B,413083,-22.0,,24282,32,33.0,0.0,60.0,234,373.7,0,0,0,M,Yorkshire Region,HE Qualification,0-10%,35-55,60,N,Fail,1,1
CCC,2014B,416500,-108.0,48.0,24282,32,32.0,0.0,42.0,178,373.7,0,0,0,M,South East Region,A Level or Equivalent,90-100%,0-35,90,N,Withdrawn,0,1
CCC,2014B,416689,-17.0,,24282,32,,0.0,0.0,291,373.7,0,0,0,F,Scotland,A Level or Equivalent,70-80%,0-35,120,N,Pass,2,1
CCC,2014B,416860,-24.0,144.0,24282,32,32.0,0.0,44.0,168,373.7,0,0,0,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,60,N,Withdrawn,0,1
CCC,2014B,417820,-113.0,,24282,32,32.0,0.0,68.0,159,373.7,0,0,0,M,London Region,A Level or Equivalent,90-100%,0-35,60,N,Pass,2,1
CCC,2014B,418224,-25.0,,24282,32,,0.0,0.0,314,373.7,0,0,0,F,Ireland,HE Qualification,,35-55,60,N,Fail,1,1
CCC,2014B,418623,-124.0,,24282,32,30.0,0.0,90.0,1067,373.7,1,1,1,M,South West Region,A Level or Equivalent,30-40%,0-35,90,Y,Pass,2,1
CCC,2014B,418971,-22.0,99.0,24282,32,34.0,0.0,94.0,234,373.7,1,0,1,M,East Midlands Region,Lower Than A Level,40-50%,0-35,60,N,Withdrawn,0,1
CCC,2014B,419233,-34.0,,24282,32,32.0,0.0,54.0,68,373.7,0,0,0,F,Wales,HE Qualification,80-90%,0-35,120,N,Fail,1,1
CCC,2014B,419536,-58.0,32.0,24282,32,,0.0,0.0,174,373.7,0,0,0,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,60,N,Withdrawn,0,1
CCC,2014B,420345,-45.0,,24282,32,32.0,0.0,92.0,235,373.7,1,0,1,M,East Midlands Region,Lower Than A Level,0-10%,0-35,60,N,Pass,2,1
CCC,2014B,420528,-29.0,,24282,32,29.0,0.0,98.0,336,373.7,1,0,1,M,Ireland,A Level or Equivalent,70-80%,35-55,90,N,Distinction,2,1
CCC,2014B,420935,-25.0,,24282,32,30.0,0.0,100.0,2029,373.7,1,1,1,M,South West Region,HE Qualification,40-50%,35-55,30,N,Distinction,2,1
CCC,2014B,421209,-10.0,,24282,32,44.0,0.0,66.0,51,373.7,0,0,0,F,London Region,HE Qualification,20-30%,0-35,60,Y,Pass,2,1
CCC,2014B,421712,-128.0,131.0,24282,32,35.0,0.0,90.0,190,373.7,1,0,1,M,North Western Region,A Level or Equivalent,0-10%,0-35,90,N,Withdrawn,0,1
CCC,2014B,423879,-22.0,,24282,32,,0.0,0.0,779,373.7,0,1,1,M,South Region,A Level or Equivalent,40-50%,35-55,30,N,Distinction,2,1
CCC,2014B,424082,-25.0,,24282,32,31.0,0.0,84.0,348,373.7,1,0,1,M,Scotland,HE Qualification,70-80%,0-35,30,N,Pass,2,1
CCC,2014B,424112,-17.0,,24282,32,,0.0,0.0,237,373.7,0,0,0,F,Ireland,A Level or Equivalent,,0-35,60,N,Pass,2,1
CCC,2014B,424950,-43.0,,24282,32,32.0,0.0,90.0,110,373.7,1,0,1,M,West Midlands Region,Lower Than A Level,80-90%,0-35,45,N,Pass,2,1
CCC,2014B,425287,-1.0,227.0,24282,32,39.0,0.0,66.0,53,373.7,0,0,0,M,London Region,Post Graduate Qualification,30-40%,35-55,90,N,Withdrawn,0,1
CCC,2014B,426610,-25.0,,24282,32,22.0,0.0,68.0,641,373.7,0,1,1,F,Scotland,A Level or Equivalent,50-60%,0-35,120,Y,Pass,2,1
CCC,2014B,426616,-45.0,,24282,32,,0.0,0.0,277,373.7,0,0,0,F,Scotland,HE Qualification,90-100%,0-35,60,Y,Fail,1,2
CCC,2014B,429065,-50.0,,24282,32,,0.0,0.0,262,373.7,0,0,0,M,Scotland,Lower Than A Level,70-80%,35-55,30,N,Fail,1,1
CCC,2014B,429185,-123.0,,24282,32,31.0,0.0,98.0,795,373.7,1,1,1,F,North Region,A Level or Equivalent,,0-35,90,N,Distinction,2,1
CCC,2014B,430686,-57.0,,24282,32,41.0,0.0,72.0,228,373.7,1,0,1,M,West Midlands Region,A Level or Equivalent,,0-35,90,N,Pass,2,1
CCC,2014B,431014,-246.0,,24282,32,32.0,0.0,34.0,390,373.7,0,1,1,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,90,N,Fail,1,1
CCC,2014B,431386,-17.0,,24282,32,32.0,0.0,98.0,82,373.7,1,0,1,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,60,N,Pass,2,2
CCC,2014B,432278,-16.0,180.0,24282,32,,0.0,0.0,407,373.7,0,1,1,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,90,N,Withdrawn,0,1
CCC,2014B,434562,-96.0,,24282,32,31.0,0.0,80.0,367,373.7,1,0,1,M,South West Region,A Level or Equivalent,30-40%,35-55,60,N,Pass,2,1
CCC,2014B,434573,-171.0,,24282,32,,0.0,0.0,0,373.7,0,0,0,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,60,N,Fail,1,1
CCC,2014B,436058,-110.0,,24282,32,32.0,0.0,68.0,79,373.7,0,0,0,M,North Western Region,A Level or Equivalent,10-20,0-35,30,N,Pass,2,1
CCC,2014B,438313,-141.0,46.0,24282,32,,0.0,0.0,366,373.7,0,0,0,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,180,N,Withdrawn,0,1
CCC,2014B,438796,-25.0,,24282,32,,0.0,0.0,505,373.7,0,1,1,M,South Region,Post Graduate Qualification,90-100%,35-55,120,N,Pass,2,2
CCC,2014B,440323,-165.0,179.0,24282,32,32.0,0.0,86.0,274,373.7,1,0,1,F,London Region,Lower Than A Level,0-10%,0-35,30,Y,Withdrawn,0,1
CCC,2014B,440905,12.0,,24282,32,39.0,0.0,74.0,23,373.7,1,0,1,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,30,N,Fail,1,1
CCC,2014B,441540,-171.0,116.0,24282,32,39.0,0.0,42.0,306,373.7,0,0,0,M,South East Region,Lower Than A Level,80-90%,0-35,60,N,Withdrawn,0,1
CCC,2014B,442954,-29.0,67.0,24282,32,,0.0,0.0,45,373.7,0,0,0,M,North Region,A Level or Equivalent,10-20,0-35,60,N,Withdrawn,0,1
CCC,2014B,445777,-29.0,,24282,32,,0.0,0.0,210,373.7,0,0,0,M,Scotland,HE Qualification,80-90%,0-35,30,N,Distinction,2,1
CCC,2014B,445917,-164.0,,24282,32,31.0,0.0,100.0,949,373.7,1,1,1,M,North Western Region,HE Qualification,90-100%,0-35,90,N,Distinction,2,1
CCC,2014B,445972,-40.0,,24282,32,30.0,0.0,98.0,339,373.7,1,0,1,M,East Anglian Region,Post Graduate Qualification,90-100%,0-35,60,N,Distinction,2,1
CCC,2014B,446295,-25.0,,24282,32,,0.0,0.0,223,373.7,0,0,0,M,Wales,Lower Than A Level,20-30%,0-35,60,N,Fail,1,2
CCC,2014B,446628,-164.0,33.0,24282,32,,0.0,0.0,85,373.7,0,0,0,M,North Western Region,Lower Than A Level,80-90%,0-35,90,N,Withdrawn,0,1
CCC,2014B,447306,-34.0,,24282,32,,0.0,0.0,87,373.7,0,0,0,F,London Region,HE Qualification,30-40%,0-35,30,N,Fail,1,1
CCC,2014B,464236,-29.0,75.0,24282,32,,0.0,0.0,473,373.7,0,1,1,M,London Region,HE Qualification,90-100%,55<=,70,N,Withdrawn,0,1
CCC,2014B,465406,-46.0,,24282,32,32.0,0.0,84.0,197,373.7,1,0,1,M,North Western Region,A Level or Equivalent,60-70%,0-35,60,N,Pass,2,1
CCC,2014B,465719,-29.0,,24282,32,,0.0,0.0,5,373.7,0,0,0,M,Scotland,Lower Than A Level,0-10%,0-35,210,N,Fail,1,1
CCC,2014B,465843,-219.0,,24282,32,39.0,0.0,32.0,254,373.7,0,0,0,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,120,N,Fail,1,1
CCC,2014B,466289,-54.0,,24282,32,27.0,0.0,100.0,1300,373.7,1,1,1,M,Ireland,Lower Than A Level,60-70%,0-35,30,N,Pass,2,1
CCC,2014B,466714,-95.0,166.0,24282,32,,0.0,0.0,86,373.7,0,0,0,M,South West Region,A Level or Equivalent,40-50%,0-35,120,Y,Withdrawn,0,2
CCC,2014B,467230,-64.0,,24282,32,32.0,0.0,96.0,177,373.7,1,0,1,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,90,N,Pass,2,2
CCC,2014B,467753,-16.0,112.0,24282,32,32.0,0.0,62.0,217,373.7,0,0,0,M,Ireland,Post Graduate Qualification,,35-55,30,N,Withdrawn,0,1
CCC,2014B,467894,-123.0,,24282,32,,0.0,0.0,103,373.7,0,0,0,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,60,N,Fail,1,1
CCC,2014B,468753,-16.0,,24282,32,44.0,0.0,52.0,130,373.7,0,0,0,M,West Midlands Region,A Level or Equivalent,10-20,0-35,60,N,Fail,1,1
CCC,2014B,469761,-110.0,,24282,32,30.0,0.0,90.0,350,373.7,1,0,1,F,South West Region,A Level or Equivalent,90-100%,0-35,60,N,Distinction,2,2
CCC,2014B,470002,-61.0,102.0,24282,32,32.0,0.0,56.0,256,373.7,0,0,0,M,Wales,HE Qualification,70-80%,35-55,90,N,Withdrawn,0,1
CCC,2014B,471018,-68.0,53.0,24282,32,32.0,0.0,0.0,160,373.7,0,0,0,M,West Midlands Region,Lower Than A Level,60-70%,35-55,60,N,Withdrawn,0,2
CCC,2014B,471580,-95.0,48.0,24282,32,32.0,0.0,62.0,421,373.7,0,1,1,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,90,N,Withdrawn,0,1
CCC,2014B,471657,-22.0,,24282,32,,0.0,0.0,115,373.7,0,0,0,M,North Western Region,Lower Than A Level,0-10%,35-55,30,N,Pass,2,1
CCC,2014B,471979,-25.0,,24282,32,24.0,0.0,84.0,527,373.7,1,1,1,M,South West Region,Lower Than A Level,30-40%,0-35,60,N,Pass,2,1
CCC,2014B,472087,-178.0,,24282,32,31.0,0.0,50.0,362,373.7,0,0,0,M,East Midlands Region,HE Qualification,30-40%,0-35,60,N,Pass,2,1
CCC,2014B,472309,-25.0,222.0,24282,32,37.0,0.0,92.0,115,373.7,1,0,1,F,London Region,Post Graduate Qualification,20-30%,35-55,60,N,Withdrawn,0,1
CCC,2014B,473965,-65.0,,24282,32,,0.0,0.0,136,373.7,0,0,0,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,60,N,Pass,2,1
CCC,2014B,474283,-22.0,,24282,32,32.0,0.0,28.0,254,373.7,0,0,0,M,South Region,A Level or Equivalent,80-90%,0-35,120,N,Fail,1,1
CCC,2014B,474759,-25.0,,24282,32,,0.0,0.0,87,373.7,0,0,0,F,South Region,Lower Than A Level,90-100%,35-55,30,Y,Fail,1,1
CCC,2014B,475149,-155.0,100.0,24282,32,32.0,0.0,82.0,306,373.7,1,0,1,M,East Midlands Region,HE Qualification,80-90%,0-35,30,N,Withdrawn,0,1
CCC,2014B,475556,-120.0,35.0,24282,32,,0.0,0.0,67,373.7,0,0,0,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,30,N,Withdrawn,0,1
CCC,2014B,475945,-85.0,,24282,32,30.0,0.0,92.0,1361,373.7,1,1,1,F,Yorkshire Region,HE Qualification,70-80%,35-55,90,N,Pass,2,1
CCC,2014B,476108,-27.0,,24282,32,28.0,0.0,94.0,724,373.7,1,1,1,F,East Midlands Region,Lower Than A Level,80-90%,0-35,30,N,Distinction,2,1
CCC,2014B,476937,-127.0,,24282,32,31.0,0.0,84.0,1202,373.7,1,1,1,M,South East Region,Lower Than A Level,60-70%,35-55,60,N,Fail,1,1
CCC,2014B,477067,-34.0,,24282,32,13.0,0.0,86.0,463,373.7,1,1,1,F,South Region,A Level or Equivalent,80-90%,0-35,30,N,Pass,2,1
CCC,2014B,478212,-22.0,,24282,32,36.0,0.0,30.0,100,373.7,0,0,0,M,Scotland,HE Qualification,20-30%,0-35,90,N,Fail,1,1
CCC,2014B,478550,-60.0,,24282,32,29.0,0.0,86.0,1563,373.7,1,1,1,M,East Anglian Region,A Level or Equivalent,10-20,0-35,60,N,Fail,1,2
CCC,2014B,478977,-17.0,187.0,24282,32,,0.0,0.0,143,373.7,0,0,0,F,North Western Region,HE Qualification,0-10%,0-35,60,N,Withdrawn,0,1
CCC,2014B,479607,-66.0,,24282,32,,0.0,0.0,202,373.7,0,0,0,M,Wales,A Level or Equivalent,20-30%,35-55,180,N,Fail,1,2
CCC,2014B,479725,-46.0,,24282,32,,0.0,0.0,34,373.7,0,0,0,M,North Western Region,Lower Than A Level,20-30%,0-35,60,N,Fail,1,1
CCC,2014B,479753,-220.0,152.0,24282,32,,0.0,0.0,171,373.7,0,0,0,F,Scotland,A Level or Equivalent,20-30%,0-35,60,Y,Withdrawn,0,1
CCC,2014B,480604,-8.0,156.0,24282,32,32.0,0.0,72.0,316,373.7,1,0,1,M,North Western Region,A Level or Equivalent,60-70%,35-55,45,N,Withdrawn,0,1
CCC,2014B,480929,-194.0,,24282,32,38.0,0.0,98.0,317,373.7,1,0,1,M,South West Region,HE Qualification,60-70%,35-55,60,N,Distinction,2,1
CCC,2014B,480943,-34.0,,24282,32,32.0,0.0,96.0,315,373.7,1,0,1,M,South Region,Lower Than A Level,90-100%,0-35,30,N,Pass,2,1
CCC,2014B,482280,-264.0,,24282,32,29.0,0.0,80.0,487,373.7,1,1,1,M,East Anglian Region,Lower Than A Level,90-100%,0-35,60,N,Pass,2,1
CCC,2014B,482745,-128.0,,24282,32,,0.0,0.0,226,373.7,0,0,0,M,South East Region,A Level or Equivalent,70-80%,0-35,60,N,Fail,1,1
CCC,2014B,483108,-199.0,45.0,24282,32,,0.0,0.0,266,373.7,0,0,0,F,North Western Region,A Level or Equivalent,80-90%,0-35,120,N,Withdrawn,0,1
CCC,2014B,483267,-24.0,46.0,24282,32,32.0,0.0,64.0,214,373.7,0,0,0,M,West Midlands Region,HE Qualification,80-90%,35-55,60,N,Withdrawn,0,1
CCC,2014B,483275,-82.0,,24282,32,32.0,0.0,98.0,67,373.7,1,0,1,M,South East Region,A Level or Equivalent,80-90%,0-35,90,N,Pass,2,1
CCC,2014B,484174,-34.0,221.0,24282,32,,0.0,0.0,368,373.7,0,0,0,M,South West Region,Lower Than A Level,20-30%,0-35,90,N,Withdrawn,0,1
CCC,2014B,484464,-34.0,,24282,32,,0.0,0.0,248,373.7,0,0,0,F,London Region,No Formal quals,10-20,0-35,60,N,Pass,2,1
CCC,2014B,485312,-88.0,,24282,32,32.0,0.0,100.0,431,373.7,1,1,1,M,Scotland,HE Qualification,80-90%,0-35,90,N,Distinction,2,2
CCC,2014B,485374,-171.0,,24282,32,25.0,0.0,82.0,186,373.7,1,0,1,F,Scotland,A Level or Equivalent,60-70%,0-35,60,N,Pass,2,1
CCC,2014B,485594,-285.0,96.0,24282,32,,0.0,0.0,143,373.7,0,0,0,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,180,N,Withdrawn,0,1
CCC,2014B,485604,-54.0,,24282,32,31.0,0.0,86.0,553,373.7,1,1,1,F,London Region,A Level or Equivalent,20-30%,0-35,30,N,Distinction,2,1
CCC,2014B,485944,-22.0,,24282,32,32.0,0.0,74.0,378,373.7,1,1,1,M,North Western Region,Lower Than A Level,40-50%,0-35,30,N,Fail,1,1
CCC,2014B,486378,-52.0,44.0,24282,32,,0.0,0.0,72,373.7,0,0,0,M,East Midlands Region,Lower Than A Level,50-60%,0-35,120,N,Withdrawn,0,1
CCC,2014B,487494,-129.0,56.0,24282,32,,0.0,0.0,17,373.7,0,0,0,M,South Region,No Formal quals,50-60%,0-35,60,N,Withdrawn,0,2
CCC,2014B,487629,-162.0,,24282,32,32.0,0.0,36.0,330,373.7,0,0,0,M,North Western Region,A Level or Equivalent,10-20,0-35,30,N,Fail,1,1
CCC,2014B,488431,-82.0,,24282,32,32.0,0.0,70.0,262,373.7,1,0,1,M,North Region,Lower Than A Level,,0-35,90,Y,Pass,2,1
CCC,2014B,489929,-25.0,,24282,32,,0.0,0.0,612,373.7,0,1,1,M,South East Region,Lower Than A Level,60-70%,35-55,60,N,Pass,2,1
CCC,2014B,490024,-24.0,,24282,32,32.0,0.0,94.0,185,373.7,1,0,1,M,South Region,A Level or Equivalent,70-80%,0-35,90,N,Pass,2,1
CCC,2014B,490081,-34.0,,24282,32,32.0,0.0,86.0,345,373.7,1,0,1,M,East Anglian Region,Lower Than A Level,50-60%,0-35,75,N,Pass,2,1
CCC,2014B,490282,-213.0,,24282,32,32.0,0.0,76.0,446,373.7,1,1,1,M,South East Region,A Level or Equivalent,60-70%,35-55,60,Y,Pass,2,1
CCC,2014B,490297,-10.0,100.0,24282,32,,0.0,0.0,197,373.7,0,0,0,M,Scotland,Lower Than A Level,10-20,0-35,150,Y,Withdrawn,0,1
CCC,2014B,490587,-45.0,,24282,32,,0.0,0.0,372,373.7,0,0,0,M,Wales,Lower Than A Level,20-30%,0-35,120,Y,Fail,1,2
CCC,2014B,490662,-40.0,,24282,32,32.0,0.0,48.0,260,373.7,0,0,0,M,South West Region,A Level or Equivalent,50-60%,0-35,60,N,Fail,1,2
CCC,2014B,490768,-246.0,39.0,24282,32,31.0,0.0,28.0,287,373.7,0,0,0,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,60,N,Withdrawn,0,1
CCC,2014B,490769,-155.0,178.0,24282,32,40.0,0.0,68.0,191,373.7,0,0,0,F,South East Region,A Level or Equivalent,50-60%,0-35,60,N,Withdrawn,0,1
CCC,2014B,491170,-93.0,207.0,24282,32,51.0,0.0,24.0,247,373.7,0,0,0,M,London Region,A Level or Equivalent,10-20,0-35,30,N,Withdrawn,0,1
CCC,2014B,491232,-148.0,,24282,32,,0.0,0.0,35,373.7,0,0,0,M,South East Region,Lower Than A Level,50-60%,0-35,60,Y,Fail,1,1
CCC,2014B,491742,-53.0,,24282,32,38.0,0.0,4.0,170,373.7,0,0,0,M,North Western Region,Lower Than A Level,50-60%,0-35,60,N,Fail,1,1
CCC,2014B,491843,-22.0,121.0,24282,32,31.0,0.0,84.0,130,373.7,1,0,1,F,South East Region,Lower Than A Level,40-50%,0-35,30,Y,Withdrawn,0,1
CCC,2014B,492357,-71.0,104.0,24282,32,31.0,0.0,88.0,1407,373.7,1,1,1,M,East Midlands Region,A Level or Equivalent,70-80%,35-55,30,N,Withdrawn,0,1
CCC,2014B,492900,-67.0,,24282,32,31.0,0.0,86.0,125,373.7,1,0,1,M,South West Region,A Level or Equivalent,70-80%,0-35,60,Y,Pass,2,1
CCC,2014B,493822,-47.0,201.0,24282,32,,0.0,0.0,473,373.7,0,1,1,F,North Western Region,HE Qualification,20-30%,0-35,30,N,Withdrawn,0,1
CCC,2014B,494389,-155.0,,24282,32,,0.0,0.0,53,373.7,0,0,0,F,London Region,A Level or Equivalent,30-40%,0-35,120,Y,Fail,1,1
CCC,2014B,494919,-213.0,,24282,32,,0.0,0.0,343,373.7,0,0,0,F,Scotland,A Level or Equivalent,10-20,0-35,60,Y,Pass,2,1
CCC,2014B,495320,-155.0,,24282,32,,0.0,0.0,274,373.7,0,0,0,M,West Midlands Region,Lower Than A Level,20-30%,0-35,60,N,Pass,2,1
CCC,2014B,496108,-75.0,45.0,24282,32,35.0,0.0,8.0,327,373.7,0,0,0,M,East Anglian Region,Lower Than A Level,60-70%,0-35,60,N,Withdrawn,0,2
CCC,2014B,497080,-25.0,223.0,24282,32,,0.0,0.0,76,373.7,0,0,0,M,South East Region,Lower Than A Level,90-100%,0-35,30,N,Withdrawn,0,1
CCC,2014B,498043,-82.0,,24282,32,32.0,0.0,90.0,89,373.7,1,0,1,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,60,N,Fail,1,1
CCC,2014B,498138,-148.0,,24282,32,32.0,0.0,66.0,183,373.7,0,0,0,M,Ireland,Lower Than A Level,70-80%,0-35,60,N,Fail,1,1
CCC,2014B,498741,-25.0,,24282,32,30.0,0.0,50.0,119,373.7,0,0,0,M,Yorkshire Region,HE Qualification,0-10%,0-35,30,N,Fail,1,1
CCC,2014B,500006,-41.0,,24282,32,46.0,0.0,44.0,107,373.7,0,0,0,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,60,Y,Fail,1,1
CCC,2014B,500189,-22.0,34.0,24282,32,,0.0,0.0,261,373.7,0,0,0,M,Scotland,A Level or Equivalent,80-90%,0-35,60,N,Withdrawn,0,1
CCC,2014B,500597,-22.0,,24282,32,36.0,0.0,56.0,415,373.7,0,1,1,M,West Midlands Region,A Level or Equivalent,0-10%,35-55,30,N,Fail,1,1
CCC,2014B,501339,-194.0,62.0,24282,32,32.0,0.0,96.0,184,373.7,1,0,1,M,South West Region,Lower Than A Level,20-30%,0-35,30,Y,Withdrawn,0,1
CCC,2014B,501443,-150.0,,24282,32,,0.0,0.0,293,373.7,0,0,0,M,West Midlands Region,HE Qualification,20-30%,0-35,30,N,Fail,1,1
CCC,2014B,501652,-62.0,,24282,32,,0.0,0.0,534,373.7,0,1,1,F,Wales,A Level or Equivalent,50-60%,0-35,120,N,Fail,1,1
CCC,2014B,502465,-192.0,,24282,32,30.0,0.0,78.0,459,373.7,1,1,1,M,North Western Region,A Level or Equivalent,10-20,35-55,30,N,Pass,2,1
CCC,2014B,502554,-17.0,,24282,32,31.0,0.0,96.0,210,373.7,1,0,1,M,South Region,HE Qualification,90-100%,35-55,60,N,Distinction,2,1
CCC,2014B,502833,-136.0,,24282,32,,0.0,0.0,30,373.7,0,0,0,M,Scotland,Lower Than A Level,30-40%,0-35,90,N,Fail,1,1
CCC,2014B,502868,-225.0,,24282,32,31.0,0.0,88.0,287,373.7,1,0,1,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,60,N,Pass,2,1
CCC,2014B,502929,-96.0,220.0,24282,32,32.0,0.0,42.0,280,373.7,0,0,0,M,London Region,Lower Than A Level,10-20,35-55,60,N,Withdrawn,0,2
CCC,2014B,503469,-108.0,,24282,32,32.0,0.0,74.0,538,373.7,1,1,1,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,90,N,Fail,1,1
CCC,2014B,503872,-16.0,110.0,24282,32,39.0,0.0,16.0,62,373.7,0,0,0,M,North Western Region,A Level or Equivalent,70-80%,0-35,60,N,Withdrawn,0,2
CCC,2014B,504057,-12.0,125.0,24282,32,,0.0,0.0,37,373.7,0,0,0,F,North Region,A Level or Equivalent,20-30%,0-35,60,Y,Withdrawn,0,1
CCC,2014B,505235,-34.0,60.0,24282,32,34.0,0.0,90.0,179,373.7,1,0,1,M,East Midlands Region,HE Qualification,60-70%,0-35,30,N,Withdrawn,0,1
CCC,2014B,505520,-25.0,143.0,24282,32,29.0,0.0,56.0,100,373.7,0,0,0,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,90,N,Withdrawn,0,1
CCC,2014B,505767,-75.0,,24282,32,17.0,0.0,94.0,507,373.7,1,1,1,M,Scotland,HE Qualification,30-40%,0-35,60,N,Pass,2,2
CCC,2014B,505815,-61.0,58.0,24282,32,,0.0,0.0,264,373.7,0,0,0,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,90,Y,Withdrawn,0,2
CCC,2014B,506206,-124.0,,24282,32,31.0,0.0,92.0,922,373.7,1,1,1,F,North Western Region,Lower Than A Level,40-50%,0-35,30,Y,Distinction,2,1
CCC,2014B,507034,-45.0,,24282,32,31.0,0.0,86.0,421,373.7,1,1,1,M,South Region,Post Graduate Qualification,90-100%,35-55,60,N,Pass,2,1
CCC,2014B,507388,-22.0,214.0,24282,32,32.0,0.0,66.0,151,373.7,0,0,0,M,North Western Region,HE Qualification,50-60%,35-55,30,N,Withdrawn,0,1
CCC,2014B,507523,-155.0,,24282,32,32.0,0.0,80.0,109,373.7,1,0,1,M,Scotland,HE Qualification,80-90%,0-35,60,N,Pass,2,1
CCC,2014B,507671,-257.0,100.0,24282,32,30.0,0.0,94.0,177,373.7,1,0,1,F,North Western Region,A Level or Equivalent,20-30%,0-35,60,N,Withdrawn,0,1
